time,temperature,mg,si,cu,fe,cr,mn,zn,ti,log_time,mg_si_ratio,thermal_budget,yield_strength
8.0,180.0,0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,1.4285204099853577,995.672317219908,128.0130465
24.0,180.0,0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,1.4285204099853577,1458.633580039025,148.0456115
1.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599828003439932,293.30522945394085,74.0
2.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.8599828003439932,464.8777899499106,89.0
3.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,0.8599828003439932,586.6104589078817,127.0
8.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.8599828003439932,929.7555798998212,187.0
24.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.8599828003439932,1362.067305292979,219.0
48.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6812412373755872,0.8599828003439932,1646.8237591455115,230.0
72.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,0.8599828003439932,1815.5079125219413,252.0
120.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0791812460476247,0.8599828003439932,2029.338769369261,280.0
168.0,150.0,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.225309281725863,0.8599828003439932,2170.7166412196984,255.0
1.0,175.0,1.01,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.134818709902136,310.6339089679395,250.3
3.0,175.0,1.01,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,1.134818709902136,621.267817935879,294.4
5.0,175.0,1.01,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,1.134818709902136,802.9770061345528,331.9
7.0,175.0,1.01,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.8450980400142568,1.134818709902136,931.9017269038184,336.8
9.0,175.0,1.01,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.9542425094393248,1.134818709902136,1031.9035094252815,329.1
0.5,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,1.149398864393922,181.70918819867387,94.1
1.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149398864393922,310.6339089679395,155.9
1.5,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.1760912590556812,1.149398864393922,410.6356914894026,151.5
2.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,1.149398864393922,492.34309716661335,172.2
2.5,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.3979400086720376,1.149398864393922,561.4257243311991,181.3
3.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,1.149398864393922,621.267817935879,176.3
4.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,1.149398864393922,721.269600457342,227.3
6.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.149398864393922,872.0596332991386,246.5
8.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,1.149398864393922,984.6861943332268,264.3
12.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,1.0791812460476249,1.149398864393922,1149.4820545463876,243.6
24.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,1.149398864393922,1442.539200914684,216.7
48.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,1.6812412373755872,1.149398864393922,1744.1192665982771,227.3
72.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,1.149398864393922,1922.7693985506512,216.5
96.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,1.9822712330395684,1.149398864393922,2050.1567250162907,207.5
120.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,2.0791812460476247,1.149398864393922,2149.23353300918,192.3
168.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,2.225309281725863,1.149398864393922,2298.9641090927757,174.4
336.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,2.526339277389844,1.149398864393922,2608.2701652374108,137.6
504.0,175.0,0.5,0.435,0.0,0.0,0.0,0.0,0.0,0.0,2.702430536445525,1.149398864393922,2789.5358600797526,103.3
0.01,180.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.3030280073635805,4.508992426113121,120.9523869
0.5,180.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.3030280073635805,183.73651373921467,168.0952485
1.0,180.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3030280073635805,314.0996448707392,212.8571578
4.0,180.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.3030280073635805,729.3167900195125,265.238107
8.0,180.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.3030280073635805,995.672317219908,271.9047624
24.0,180.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.3030280073635805,1458.633580039025,264.2857225
0.01,180.0,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.4545420110453708,4.508992426113121,149.0476306
0.5,180.0,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.4545420110453708,183.73651373921467,194.7619245
1.0,180.0,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545420110453708,314.0996448707392,258.5714335
4.0,180.0,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.4545420110453708,729.3167900195125,315.238104
8.0,180.0,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.4545420110453708,995.672317219908,320.0000085
24.0,180.0,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.4545420110453708,1458.633580039025,313.8095272
0.01,180.0,0.8,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.6060560147271611,4.508992426113121,155.7143041
0.5,180.0,0.8,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.6060560147271611,183.73651373921467,177.6190575
1.0,180.0,0.8,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060560147271611,314.0996448707392,225.2381022
4.0,180.0,0.8,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.6060560147271611,729.3167900195125,329.5238174
8.0,180.0,0.8,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.6060560147271611,995.672317219908,346.6666663
24.0,180.0,0.8,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.6060560147271611,1458.633580039025,329.047607
0.01,180.0,0.0289999999999999,0.069,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4202289523257484,4.508992426113121,176.0
0.01,180.0,0.03,0.069,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.434719605854224,4.508992426113121,190.0
0.01,180.0,0.0279999999999999,0.072,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3888348840438814,4.508992426113121,187.0
0.01,180.0,0.0289999999999999,0.071,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4083931840585819,4.508992426113121,204.0
0.01,180.0,0.0279999999999999,0.074,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3783272530739076,4.508992426113121,188.0
0.01,180.0,0.031,0.073,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.424599369949322,4.508992426113121,174.0
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8455034588777863,4.508992426113121,151.684654
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7851534618129963,4.508992426113121,150.0
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8455034588777863,4.508992426113121,358.5273640000001
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7851534618129963,4.508992426113121,360.0
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8455034588777863,4.508992426113121,358.5273640000001
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7851534618129963,4.508992426113121,360.0
0.01,180.0,0.0105,0.18,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0583300927726237,4.508992426113121,167.0
0.01,180.0,0.0105,0.18,0.0025,0.012,0.0,0.003,0.001,0.002,-2.0,0.0583300927726237,4.508992426113121,264.0
0.01,180.0,0.011,0.22,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,139.0
0.01,180.0,0.011,0.22,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,160.0
0.01,180.0,0.011,0.22,0.0025,0.011,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,236.0
0.01,180.0,0.0121,0.0129,1e-05,0.001,0.0,0.001,1e-05,0.0,-2.0,0.9372579395817195,4.508992426113121,302.0
0.01,180.0,0.011111111,0.013636364,0.002777778,0.002525253,0.000505051,0.008585859,0.001262626,0.0,-2.0,0.8142176919800762,4.508992426113121,373.5
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8455034588777863,4.508992426113121,393.001149
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7851534618129963,4.508992426113121,395.0
0.01,180.0,0.0289999999999999,0.069,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4202289523257484,4.508992426113121,250.0
0.01,180.0,0.0289999999999999,0.069,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4202289523257484,4.508992426113121,250.0
0.01,180.0,0.03,0.069,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.434719605854224,4.508992426113121,261.0
0.01,180.0,0.03,0.069,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.434719605854224,4.508992426113121,261.0
0.01,180.0,0.0279999999999999,0.072,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3888348840438814,4.508992426113121,262.0
0.01,180.0,0.0279999999999999,0.072,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3888348840438814,4.508992426113121,262.0
0.01,180.0,0.0289999999999999,0.071,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4083931840585819,4.508992426113121,265.0
0.01,180.0,0.0289999999999999,0.071,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4083931840585819,4.508992426113121,265.0
0.01,180.0,0.0279999999999999,0.074,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3783272530739076,4.508992426113121,263.0
0.01,180.0,0.0279999999999999,0.074,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3783272530739076,4.508992426113121,263.0
0.01,180.0,0.031,0.073,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.424599369949322,4.508992426113121,252.0
0.01,180.0,0.031,0.073,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.424599369949322,4.508992426113121,252.0
0.01,180.0,0.011,0.122,0.009,0.0,0.0,0.0,0.0,0.0,-2.0,0.090156544545529,4.508992426113121,379.211635
0.01,180.0,0.0105,0.18,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0583300927726237,4.508992426113121,271.0
0.01,180.0,0.011,0.22,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,229.0
0.01,180.0,0.011,0.22,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,257.0
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8455034588777863,4.508992426113121,393.001149
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7851534618129963,4.508992426113121,395.0
0.01,180.0,0.0105,0.18,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0583300927726237,4.508992426113121,236.0
0.01,180.0,0.011,0.22,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,181.0
0.01,180.0,0.011,0.22,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0499977273760283,4.508992426113121,222.0
0.01,179.52885298636355,0.028902652367409,0.0722442924775155,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4000129456170811,4.504304357446956,260.13425780622566
0.01,178.54302047837308,0.0110996731356213,0.0132530519784664,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8368868005375033,4.494494997826642,351.52175182162995
8.0,178.42240012383562,0.3966328282159026,0.7185229545524696,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.5520036703994197,992.2059759987968,235.54504478008533
120.0,150.9853480565094,0.4254987630940579,0.5087927062655564,0.0,0.0,0.0,0.0,0.0,0.0,2.0791812460476247,0.836274567439073,2034.0642922627908,275.2095794956582
1.0,174.66968235582513,0.4956106147565637,0.426890884196839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1609500778828168,310.40495022419043,156.64842572761103
0.01,179.51909549426114,0.0289853697239799,0.0696412643914415,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.416149943252739,4.50420726717224,253.91762166181843
1.0,175.8392947754745,1.000530854479739,0.8977446991587124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1144813337288446,311.2156637752184,245.86023591545424
0.01,180.08697119696305,0.0109352289419084,0.0129777939648823,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8419619968930998,4.5098578182976,152.93892047199466
5.0,173.07446768720143,0.9914069331230286,0.8787582337752032,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,1.1281779370470957,799.5269153797914,332.3841101330743
0.01,179.85251474216582,0.0108539001070939,0.2216042593890773,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.048976542109767,4.507524899001705,179.76167453611245
336.0,173.31686028557402,0.4934687972058144,0.4282185603607359,0.0,0.0,0.0,0.0,0.0,0.0,2.526339277389844,1.1523491025216082,2598.474152516082,137.68320294235755
3.0,175.85892549200827,0.4994606703501399,0.4379928030139111,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,1.1403138676586893,622.4585415020721,176.16333823761957
504.0,174.18007601481793,0.4948984004621406,0.4386610813579772,0.0,0.0,0.0,0.0,0.0,0.0,2.702430536445525,1.1281764891592638,2784.4321953264225,101.60037364599845
5.0,176.69977188963978,0.9971110069085546,0.8995169152065946,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,1.1084837930386418,806.0225885133426,330.9003072452831
0.01,181.11809494297523,0.0107068847606688,0.1797470321387389,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0595630926550072,4.520117840720978,168.11335428523262
0.01,181.85400062453007,0.6046974889419219,1.3443999625405525,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.4497865277636113,4.527440345729175,146.79231050296113
24.0,180.64990712195265,0.3945280975632201,0.7199426908250561,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.5479916980532378,1460.725550362288,224.8222445539215
0.01,181.98384302775776,0.0296340229402447,0.0679345744037113,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4361499531098101,4.528732320600061,265.8829463034242
6.0,174.5117194205587,0.5068926854639935,0.4433578253553267,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.1432780108880392,871.1094831640172,241.69921304312092
12.0,175.27488390360685,0.5075587785698906,0.4296520385730102,0.0,0.0,0.0,0.0,0.0,0.0,1.0791812460476249,1.1812977014576165,1150.1871178383203,240.15279911044237
12.0,175.92004951638057,0.4923930682711487,0.4283878769101673,0.0,0.0,0.0,0.0,0.0,0.0,1.0791812460476249,1.1493826062410688,1151.841934962261,245.8928583542203
4.0,179.935568235803,0.3923282726534758,1.314000546221768,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.2985731536033363,729.2130910954488,256.6506410354146
0.5,173.99897671288554,0.504787216863399,0.4308128042079284,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,1.1716817492784644,181.3033081833452,95.9158463449669
8.0,180.2321481446961,0.399713214836436,1.299677276766541,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.3075456857828695,996.1823988290172,269.0403484324813
8.0,181.7868782821556,0.3978609524731684,0.2784040848048527,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,1.4290259515858867,999.5984900981684,129.4897575793702
12.0,176.65764617766405,0.4908722664108131,0.4297686434980792,0.0,0.0,0.0,0.0,0.0,0.0,1.0791812460476249,1.1421513698667694,1153.7338330446855,247.833130761448
0.01,181.2555624977448,0.0286483937288233,0.0711669151742613,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4024955796227463,4.521485688372511,260.1056312692471
0.01,180.2091944053664,0.0283499254116415,0.0732076497786193,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3872007022536272,4.511073979659148,262.8186641468999
0.01,178.4199120757477,0.0286148593110798,0.0706190984291697,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.405142638763487,4.4932700284897145,268.23735901537856
2.0,151.0047707964329,0.4333851315505087,0.5030303379577332,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.8615315688399583,465.9816434941666,90.25325633022116
1.0,173.08694053908536,0.4956231907489268,0.4331619871372908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.144171842746245,309.307877196363,158.41116451940803
0.01,181.4434709835648,0.3997762231758177,1.341281331960563,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.2980532369440318,4.523355439976538,123.12905019408711
0.01,178.42342716565022,0.0103889147571691,0.1795010938127372,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0578733856304539,4.493305004797223,272.70158234895314
24.0,180.1523495004513,0.5949453136026008,1.3105545311439182,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.4539610980340712,1459.1239741629583,315.5745838404172
0.01,179.74784969325515,0.0109270265666015,0.0128574819707757,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.84919695954645,4.506483447136281,398.3323838838742
8.0,179.2640997645736,0.3938784352991223,1.34314986036387,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.2932476222096291,994.0553791361614,268.19877652028384
1.0,179.26811651713248,0.3977062894392023,0.2851598180037962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3946296709208827,313.5923418980912,28.846621344562458
2.0,175.10694141550155,0.4912140725721359,0.4351684401184413,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,1.128764725657005,492.4605843198509,170.5608462672691
96.0,176.7028193773789,0.5018393451991235,0.4369553734140681,0.0,0.0,0.0,0.0,0.0,0.0,1.9822712330395684,1.1484647885899666,2057.9466315163945,209.19195677997607
0.01,178.63959161092362,0.0109146295557834,0.2156409501021487,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0506124807269035,4.495455912546385,254.26801855952064
2.0,174.422863182512,0.503396180201333,0.4331464239732149,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,1.1621579465077068,491.70904756667824,175.24776063348546
0.01,178.37220269350547,0.0314660549638905,0.0717880305159926,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.4382579123376041,4.4927953043516045,175.04424883298918
1.0,179.30359318110737,0.4069821419520882,0.7246519335643845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616165595317957,313.616932447701,130.44913325019505
72.0,150.37293299470286,0.4232232708036439,0.5022825741699607,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,0.8425831727714095,1817.10796640998,250.5317642441478
8.0,179.9191772320867,0.6118096562030637,1.327901530979526,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.4607307353915105,995.4947314478404,321.69550547437973
24.0,181.9392242736055,0.3985352237214329,1.3090900957160687,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.3044344928440608,1464.8757021723316,262.19313878613053
0.01,181.42952825078348,0.0108319502821111,0.0137822683980664,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7853639422815869,4.523216705172367,365.9473852755418
168.0,173.7300541490409,0.5058364039663632,0.4359316706258901,0.0,0.0,0.0,0.0,0.0,0.0,2.225309281725863,1.1603304709093851,2292.4494155039183,172.2930165876957
8.0,180.756344473746,0.4038241465929048,0.7326536171753332,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.5511726488477535,997.3341758865548,241.4924910679112
8.0,180.0489938887439,0.4065503131152383,1.3341113776528235,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.3047326277242476,995.7799677963952,267.9552950273212
0.01,178.14769764443798,0.0110396408719976,0.2188601219336316,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0504392320635942,4.490561404835176,179.9104356684515
0.01,181.3462273211579,0.0103585478661362,0.1765685384668958,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.058662552969755,4.522387833362216,236.87786707838816
168.0,151.7266029654109,0.4358422031182544,0.4944604271835381,0.0,0.0,0.0,0.0,0.0,0.0,2.225309281725863,0.8814322943452348,2179.5739395531423,257.1388494694071
0.01,181.3608592204532,0.0108399850803435,0.0128702312158163,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8415986404834548,4.522533425601215,400.7719860315492
0.01,179.00229283257613,0.4057271142700649,1.3228035077183329,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.3067152791400558,4.499064909702676,123.27832716972438
0.01,180.617285655776,0.010922809287894,0.2199970134390178,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0496475503992132,4.515134622619006,229.28872534942664
5.0,173.03670340906027,1.0256037970814744,0.8922199242769034,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,1.149483747603133,799.4592508768333,337.3409469835084
0.01,178.69010217910454,0.0107848221714507,0.2167885064249027,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0497458324289079,4.495958509411367,224.99862464975087
1.0,175.54551096123774,1.0278142204472165,0.8971818625288254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1455902169578522,311.01202835268595,246.8358980603909
0.5,175.86979558856115,0.497559505662597,0.4399484046333456,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,1.130923970135893,182.0618599610218,94.20999241577088
1.0,179.60657362462004,0.4013915993882444,0.7077114412132187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671604334894176,313.8269424878867,131.44865222221063
1.0,179.0073742145304,0.6045997031201154,1.3370008551381452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4522025388175668,313.4116091061898,260.9101950132625
72.0,149.62060436353792,0.4340412245010933,0.492184035120444,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,0.8818498265524078,1813.8801309315525,250.6006255291728
6.0,175.74484486360927,0.5073063034180255,0.4283081667547967,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.1844146309779289,873.5090344787076,244.63173689179212
2.5,173.67045589616606,0.4918657803481769,0.4401666020105298,0.0,0.0,0.0,0.0,0.0,0.0,0.3979400086720376,1.1174282733374608,559.7601207129346,178.12509032291575
0.01,178.4241771954748,0.0111248216518033,0.1214557628743374,0.009,0.0,0.0,0.0,0.0,0.0,-2.0,0.0915881264691236,4.493312467842128,376.9911921902759
4.0,173.8033075778439,0.4908976576025993,0.4305219301017642,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,1.1402119640384547,719.3435983036014,223.61966094848464
24.0,178.10484799001193,0.4060633215185296,0.2782235312492666,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,1.459433446771523,1452.533321049624,145.18573933394384
3.0,149.4683636907766,0.4352462745728038,0.5097893380761978,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,0.8537599837129433,585.8734544902387,128.70068449085468
72.0,176.56675446642856,0.5058936411933165,0.4431175631034809,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,1.141643362579949,1929.4914950431007,217.6657016063557
0.01,179.72331696850617,0.0315677936990176,0.0725424885080958,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.4351028386227593,4.5062393384083,176.4952095384819
72.0,150.9069374632955,0.4237208629335817,0.5024164412466446,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,0.8433490520168986,1819.399090923869,253.65857954936067
