time,temperature,mg,si,cu,fe,cr,mn,zn,ti,yield_strength,log_time,mg_si_ratio,thermal_budget
0.01,180.0,0.011,0.22,0.0025,0.011,0.0,0.003,0.001,0.002,236.0,-2.0,0.04999772737602836,4.508992426113121
0.01,180.0,0.0121,0.0129,1e-05,0.001,0.0,0.001,1e-05,0.0,302.0,-2.0,0.9372579395817195,4.508992426113121
0.01,180.0,0.011111111,0.013636364,0.002777778,0.002525253,0.000505051,0.008585859,0.001262626,0.0,373.5,-2.0,0.8142176919800762,4.508992426113121
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,393.001149,-2.0,0.8455034588777863,4.508992426113121
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,395.0,-2.0,0.7851534618129963,4.508992426113121
0.01,180.0,0.0289999999999999,0.069,0.0,0.0017,0.0,0.0,0.0,0.0,250.0,-2.0,0.4202289523257484,4.508992426113121
0.01,180.0,0.0289999999999999,0.069,0.0,0.0017,0.0,0.0,0.0,0.0,250.0,-2.0,0.4202289523257484,4.508992426113121
0.01,180.0,0.03,0.069,0.0,0.0016,0.0,0.0,0.0,0.0,261.0,-2.0,0.434719605854224,4.508992426113121
0.01,180.0,0.03,0.069,0.0,0.0016,0.0,0.0,0.0,0.0,261.0,-2.0,0.434719605854224,4.508992426113121
0.01,180.0,0.0279999999999999,0.072,0.0,0.0018,0.0,0.0,0.0,0.0,262.0,-2.0,0.38883488404388145,4.508992426113121
0.01,180.0,0.0279999999999999,0.072,0.0,0.0018,0.0,0.0,0.0,0.0,262.0,-2.0,0.38883488404388145,4.508992426113121
0.01,180.0,0.0289999999999999,0.071,0.0,0.0016,0.0,0.0,0.0,0.0,265.0,-2.0,0.40839318405858194,4.508992426113121
0.01,180.0,0.0289999999999999,0.071,0.0,0.0016,0.0,0.0,0.0,0.0,265.0,-2.0,0.40839318405858194,4.508992426113121
0.01,180.0,0.0279999999999999,0.074,0.0,0.0016,0.0,0.0,0.0,0.0,263.0,-2.0,0.37832725307390763,4.508992426113121
0.01,180.0,0.0279999999999999,0.074,0.0,0.0016,0.0,0.0,0.0,0.0,263.0,-2.0,0.37832725307390763,4.508992426113121
0.01,180.0,0.031,0.073,0.0,0.0018,0.0,0.0,0.0,0.0,252.0,-2.0,0.42459936994932207,4.508992426113121
0.01,180.0,0.031,0.073,0.0,0.0018,0.0,0.0,0.0,0.0,252.0,-2.0,0.42459936994932207,4.508992426113121
0.01,180.0,0.011,0.122,0.009,0.0,0.0,0.0,0.0,0.0,379.211635,-2.0,0.09015654454552906,4.508992426113121
0.01,180.0,0.0105,0.18,0.0025,0.006,0.0,0.003,0.001,0.002,271.0,-2.0,0.05833009277262374,4.508992426113121
0.01,180.0,0.011,0.22,0.0025,0.0025,0.0,0.003,0.001,0.002,229.0,-2.0,0.04999772737602836,4.508992426113121
0.01,180.0,0.011,0.22,0.0025,0.006,0.0,0.003,0.001,0.002,257.0,-2.0,0.04999772737602836,4.508992426113121
0.01,180.0,0.011,0.013,0.009,0.0,0.0,0.009,0.0,0.0,393.001149,-2.0,0.8455034588777863,4.508992426113121
0.01,180.0,0.011,0.0139999999999999,0.01,0.0,0.0,0.008,0.0,0.0,395.0,-2.0,0.7851534618129963,4.508992426113121
0.01,180.0,0.0105,0.18,0.0025,0.006,0.0,0.003,0.001,0.002,236.0,-2.0,0.05833009277262374,4.508992426113121
0.01,180.0,0.011,0.22,0.0025,0.0025,0.0,0.003,0.001,0.002,181.0,-2.0,0.04999772737602836,4.508992426113121
0.01,180.0,0.011,0.22,0.0025,0.006,0.0,0.003,0.001,0.002,222.0,-2.0,0.04999772737602836,4.508992426113121
0.01,179.52885298636357,0.028902652367409097,0.07224429247751554,0.0,0.0016,0.0,0.0,0.0,0.0,260.13425780622566,-2.0,0.4000129456170811,4.504304357446956
0.01,178.54302047837308,0.011099673135621374,0.013253051978466431,0.009,0.0,0.0,0.009,0.0,0.0,351.52175182162995,-2.0,0.8368868005375033,4.494494997826642
8.0,178.42240012383562,0.3966328282159026,0.7185229545524696,0.0,0.0,0.0,0.0,0.0,0.0,235.54504478008533,0.9030899869919435,0.5520036703994197,992.2059759987968
120.0,150.9853480565094,0.4254987630940579,0.5087927062655564,0.0,0.0,0.0,0.0,0.0,0.0,275.2095794956582,2.0791812460476247,0.836274567439073,2034.0642922627908
1.0,174.66968235582513,0.4956106147565637,0.42689088419683907,0.0,0.0,0.0,0.0,0.0,0.0,156.64842572761103,0.0,1.1609500778828168,310.40495022419043
0.01,179.51909549426114,0.02898536972397993,0.06964126439144157,0.0,0.0017,0.0,0.0,0.0,0.0,253.91762166181843,-2.0,0.416149943252739,4.50420726717224
1.0,175.8392947754745,1.0005308544797393,0.8977446991587124,0.0,0.0,0.0,0.0,0.0,0.0,245.86023591545424,0.0,1.1144813337288446,311.21566377521833
0.01,180.08697119696305,0.01093522894190846,0.012977793964882309,0.009,0.0,0.0,0.009,0.0,0.0,152.93892047199466,-2.0,0.8419619968930998,4.5098578182976
5.0,173.07446768720143,0.9914069331230286,0.8787582337752032,0.0,0.0,0.0,0.0,0.0,0.0,332.3841101330743,0.6989700043360189,1.1281779370470957,799.5269153797914
0.01,179.85251474216582,0.010853900107093981,0.22160425938907732,0.0025,0.0025,0.0,0.003,0.001,0.002,179.76167453611245,-2.0,0.048976542109767034,4.507524899001705
336.0,173.31686028557402,0.4934687972058144,0.42821856036073597,0.0,0.0,0.0,0.0,0.0,0.0,137.68320294235755,2.526339277389844,1.1523491025216082,2598.474152516082
3.0,175.85892549200827,0.49946067035013997,0.43799280301391114,0.0,0.0,0.0,0.0,0.0,0.0,176.16333823761957,0.47712125471966244,1.1403138676586893,622.4585415020721
504.0,174.18007601481793,0.4948984004621406,0.43866108135797727,0.0,0.0,0.0,0.0,0.0,0.0,101.60037364599845,2.7024305364455254,1.1281764891592638,2784.4321953264225
5.0,176.69977188963978,0.9971110069085546,0.8995169152065946,0.0,0.0,0.0,0.0,0.0,0.0,330.9003072452831,0.6989700043360189,1.1084837930386418,806.0225885133426
0.01,181.11809494297523,0.010706884760668828,0.1797470321387389,0.0025,0.006,0.0,0.003,0.001,0.002,168.11335428523262,-2.0,0.05956309265500728,4.520117840720978
0.01,181.85400062453007,0.6046974889419219,1.3443999625405525,0.0,0.0,0.0,0.0,0.0,0.0,146.79231050296113,-2.0,0.44978652776361133,4.5274403457291745
24.0,180.64990712195265,0.39452809756322016,0.7199426908250561,0.0,0.0,0.0,0.0,0.0,0.0,224.8222445539215,1.380211241711606,0.5479916980532378,1460.725550362288
0.01,181.98384302775776,0.0296340229402447,0.06793457440371133,0.0,0.0016,0.0,0.0,0.0,0.0,265.8829463034242,-2.0,0.43614995310981014,4.528732320600061
6.0,174.5117194205587,0.5068926854639935,0.44335782535532675,0.0,0.0,0.0,0.0,0.0,0.0,241.69921304312095,0.7781512503836436,1.1432780108880392,871.1094831640172
12.0,175.27488390360685,0.5075587785698906,0.4296520385730102,0.0,0.0,0.0,0.0,0.0,0.0,240.15279911044234,1.0791812460476249,1.1812977014576163,1150.1871178383205
12.0,175.92004951638057,0.4923930682711487,0.4283878769101673,0.0,0.0,0.0,0.0,0.0,0.0,245.8928583542203,1.0791812460476249,1.1493826062410688,1151.8419349622607
4.0,179.935568235803,0.39232827265347586,1.314000546221768,0.0,0.0,0.0,0.0,0.0,0.0,256.6506410354146,0.6020599913279624,0.29857315360333636,729.2130910954488
0.5,173.99897671288554,0.504787216863399,0.43081280420792845,0.0,0.0,0.0,0.0,0.0,0.0,95.9158463449669,-0.3010299956639812,1.1716817492784644,181.30330818334522
8.0,180.2321481446961,0.399713214836436,1.299677276766541,0.0,0.0,0.0,0.0,0.0,0.0,269.0403484324813,0.9030899869919435,0.3075456857828695,996.1823988290172
8.0,181.7868782821556,0.39786095247316844,0.27840408480485274,0.0,0.0,0.0,0.0,0.0,0.0,129.4897575793702,0.9030899869919435,1.4290259515858867,999.5984900981684
12.0,176.65764617766405,0.49087226641081316,0.42976864349807925,0.0,0.0,0.0,0.0,0.0,0.0,247.83313076144796,1.0791812460476249,1.1421513698667694,1153.7338330446855
0.01,181.25556249774476,0.02864839372882337,0.07116691517426135,0.0,0.0016,0.0,0.0,0.0,0.0,260.1056312692471,-2.0,0.40249557962274635,4.521485688372511
0.01,180.2091944053664,0.028349925411641542,0.07320764977861934,0.0,0.0016,0.0,0.0,0.0,0.0,262.8186641468999,-2.0,0.38720070225362724,4.511073979659148
0.01,178.4199120757477,0.02861485931107988,0.07061909842916973,0.0,0.0016,0.0,0.0,0.0,0.0,268.23735901537856,-2.0,0.405142638763487,4.4932700284897145
2.0,151.00477079643287,0.4333851315505087,0.5030303379577332,0.0,0.0,0.0,0.0,0.0,0.0,90.25325633022116,0.3010299956639812,0.8615315688399583,465.98164349416663
1.0,173.08694053908536,0.4956231907489268,0.4331619871372908,0.0,0.0,0.0,0.0,0.0,0.0,158.41116451940803,0.0,1.144171842746245,309.307877196363
0.01,181.4434709835648,0.39977622317581774,1.341281331960563,0.0,0.0,0.0,0.0,0.0,0.0,123.12905019408713,-2.0,0.2980532369440318,4.523355439976538
0.01,178.42342716565022,0.010388914757169136,0.1795010938127372,0.0025,0.006,0.0,0.003,0.001,0.002,272.70158234895314,-2.0,0.05787338563045394,4.493305004797223
24.0,180.1523495004513,0.5949453136026008,1.3105545311439182,0.0,0.0,0.0,0.0,0.0,0.0,315.5745838404172,1.380211241711606,0.4539610980340712,1459.1239741629583
0.01,179.74784969325515,0.010927026566601526,0.012857481970775745,0.009,0.0,0.0,0.009,0.0,0.0,398.3323838838742,-2.0,0.84919695954645,4.506483447136281
8.0,179.2640997645736,0.3938784352991223,1.3431498603638699,0.0,0.0,0.0,0.0,0.0,0.0,268.19877652028384,0.9030899869919435,0.29324762220962913,994.0553791361614
1.0,179.26811651713248,0.39770628943920233,0.2851598180037962,0.0,0.0,0.0,0.0,0.0,0.0,28.846621344562458,0.0,1.3946296709208827,313.5923418980912
2.0,175.10694141550155,0.4912140725721359,0.43516844011844136,0.0,0.0,0.0,0.0,0.0,0.0,170.5608462672691,0.3010299956639812,1.128764725657005,492.4605843198509
96.0,176.7028193773789,0.5018393451991235,0.4369553734140681,0.0,0.0,0.0,0.0,0.0,0.0,209.19195677997607,1.9822712330395684,1.1484647885899666,2057.9466315163945
0.01,178.63959161092362,0.01091462955578344,0.2156409501021487,0.0025,0.006,0.0,0.003,0.001,0.002,254.26801855952064,-2.0,0.050612480726903546,4.495455912546385
2.0,174.422863182512,0.503396180201333,0.4331464239732149,0.0,0.0,0.0,0.0,0.0,0.0,175.24776063348546,0.3010299956639812,1.1621579465077068,491.70904756667824
0.01,178.37220269350547,0.031466054963890544,0.07178803051599268,0.0,0.0018,0.0,0.0,0.0,0.0,175.04424883298918,-2.0,0.43825791233760414,4.4927953043516045
1.0,179.30359318110735,0.40698214195208826,0.7246519335643845,0.0,0.0,0.0,0.0,0.0,0.0,130.44913325019505,0.0,0.5616165595317957,313.616932447701
72.0,150.37293299470286,0.42322327080364397,0.5022825741699607,0.0,0.0,0.0,0.0,0.0,0.0,250.5317642441478,1.8573324964312685,0.8425831727714095,1817.1079664099802
8.0,179.9191772320867,0.6118096562030637,1.3279015309795261,0.0,0.0,0.0,0.0,0.0,0.0,321.69550547437973,0.9030899869919435,0.46073073539151055,995.4947314478403
24.0,181.9392242736055,0.3985352237214329,1.3090900957160687,0.0,0.0,0.0,0.0,0.0,0.0,262.19313878613053,1.380211241711606,0.3044344928440608,1464.8757021723316
0.01,181.42952825078348,0.010831950282111194,0.013782268398066424,0.01,0.0,0.0,0.008,0.0,0.0,365.9473852755418,-2.0,0.7853639422815869,4.523216705172367
168.0,173.7300541490409,0.5058364039663632,0.4359316706258901,0.0,0.0,0.0,0.0,0.0,0.0,172.2930165876957,2.225309281725863,1.1603304709093853,2292.4494155039183
8.0,180.75634447374597,0.4038241465929048,0.7326536171753332,0.0,0.0,0.0,0.0,0.0,0.0,241.49249106791117,0.9030899869919435,0.5511726488477535,997.3341758865549
8.0,180.0489938887439,0.40655031311523837,1.3341113776528237,0.0,0.0,0.0,0.0,0.0,0.0,267.9552950273212,0.9030899869919435,0.30473262772424764,995.7799677963952
0.01,178.14769764443798,0.011039640871997611,0.21886012193363164,0.0025,0.0025,0.0,0.003,0.001,0.002,179.9104356684515,-2.0,0.05043923206359423,4.490561404835176
0.01,181.3462273211579,0.010358547866136212,0.17656853846689582,0.0025,0.006,0.0,0.003,0.001,0.002,236.87786707838816,-2.0,0.05866255296975508,4.522387833362216
168.0,151.7266029654109,0.43584220311825445,0.49446042718353816,0.0,0.0,0.0,0.0,0.0,0.0,257.1388494694071,2.225309281725863,0.8814322943452348,2179.5739395531423
0.01,181.3608592204532,0.010839985080343555,0.012870231215816302,0.009,0.0,0.0,0.009,0.0,0.0,400.7719860315492,-2.0,0.8415986404834548,4.522533425601215
0.01,179.00229283257613,0.4057271142700649,1.3228035077183329,0.0,0.0,0.0,0.0,0.0,0.0,123.27832716972438,-2.0,0.30671527914005586,4.499064909702676
0.01,180.617285655776,0.010922809287894021,0.21999701343901787,0.0025,0.0025,0.0,0.003,0.001,0.002,229.28872534942664,-2.0,0.049647550399213224,4.515134622619006
5.0,173.03670340906027,1.0256037970814744,0.8922199242769034,0.0,0.0,0.0,0.0,0.0,0.0,337.3409469835084,0.6989700043360189,1.149483747603133,799.4592508768333
0.01,178.69010217910454,0.010784822171450728,0.21678850642490272,0.0025,0.006,0.0,0.003,0.001,0.002,224.99862464975087,-2.0,0.04974583242890792,4.495958509411367
1.0,175.54551096123774,1.0278142204472165,0.8971818625288254,0.0,0.0,0.0,0.0,0.0,0.0,246.8358980603909,0.0,1.1455902169578522,311.01202835268595
0.5,175.86979558856117,0.497559505662597,0.43994840463334567,0.0,0.0,0.0,0.0,0.0,0.0,94.20999241577088,-0.3010299956639812,1.130923970135893,182.0618599610218
1.0,179.60657362462004,0.4013915993882444,0.7077114412132187,0.0,0.0,0.0,0.0,0.0,0.0,131.44865222221065,0.0,0.5671604334894176,313.8269424878867
1.0,179.0073742145304,0.6045997031201154,1.3370008551381452,0.0,0.0,0.0,0.0,0.0,0.0,260.9101950132625,0.0,0.45220253881756683,313.4116091061898
72.0,149.62060436353792,0.43404122450109334,0.49218403512044406,0.0,0.0,0.0,0.0,0.0,0.0,250.60062552917276,1.8573324964312685,0.8818498265524078,1813.8801309315525
6.0,175.74484486360927,0.5073063034180255,0.4283081667547967,0.0,0.0,0.0,0.0,0.0,0.0,244.63173689179214,0.7781512503836436,1.1844146309779287,873.5090344787076
2.5,173.67045589616606,0.49186578034817696,0.4401666020105298,0.0,0.0,0.0,0.0,0.0,0.0,178.12509032291575,0.3979400086720376,1.1174282733374608,559.7601207129346
0.01,178.4241771954748,0.011124821651803396,0.12145576287433742,0.009,0.0,0.0,0.0,0.0,0.0,376.99119219027585,-2.0,0.09158812646912362,4.493312467842128
4.0,173.8033075778439,0.49089765760259935,0.43052193010176426,0.0,0.0,0.0,0.0,0.0,0.0,223.61966094848466,0.6020599913279624,1.1402119640384547,719.3435983036014
24.0,178.10484799001193,0.4060633215185296,0.27822353124926663,0.0,0.0,0.0,0.0,0.0,0.0,145.18573933394384,1.380211241711606,1.4594334467715233,1452.533321049624
3.0,149.4683636907766,0.4352462745728038,0.5097893380761978,0.0,0.0,0.0,0.0,0.0,0.0,128.70068449085468,0.47712125471966244,0.8537599837129433,585.8734544902387
72.0,176.56675446642856,0.5058936411933165,0.44311756310348094,0.0,0.0,0.0,0.0,0.0,0.0,217.6657016063557,1.8573324964312685,1.141643362579949,1929.4914950431012
0.01,179.72331696850617,0.03156779369901764,0.07254248850809589,0.0,0.0018,0.0,0.0,0.0,0.0,176.4952095384819,-2.0,0.4351028386227593,4.5062393384082995
72.0,150.9069374632955,0.4237208629335817,0.5024164412466446,0.0,0.0,0.0,0.0,0.0,0.0,253.65857954936067,1.8573324964312685,0.8433490520168986,1819.399090923869
